STT	type	tên gi?ng loài	tu?i th? trung bình	cân n?ng trung bình	chi?u cao trung bình	chi?u dài trung bình	cách ch?m	giá có gi?y t?	giá không gi?y t?	giá qu?c t?	score_energy	score_space	score_grooming	score_kid_friendly	score_size	size_index
118	Dog	dhole	10 n?m – 14 n?m	12 – 21 kg	42 – 55 cm	70 – 90 cm	"Dhole là chó hoang dã b?n ??a châu Á, phân b? ? các khu r?ng ?n ??, ?ông Nam Á và Nga. Chúng có thân hình v?a, c? b?p s?n ch?c, b? lông màu ?? cam ??n nâu vàng, tai d?ng, mõm dài và ?uôi dài ph? lông. Là gi?ng chó s?ng theo b?y, c?c k? thông minh và d?o dai.  
  
Tính cách: Dholes ??c l?p, tinh ranh, có k? n?ng s?n m?i và ph?i h?p nhóm c?c t?t. Chúng r?t c?nh giác, không phù h?p làm thú c?ng hay chó gia ?ình. B?n n?ng hoang dã r?t m?nh, khó thu?n hóa.  
  
Nhu c?u v?n ??ng: Là gi?ng chó hoang, chúng di chuy?n và s?n m?i hàng ch?c km m?i ngày. Trong môi tr??ng nuôi nh?t, c?n không gian c?c l?n và kích thích trí tu? ?? tránh stress.  
  
Ch?m sóc lông: Lông ng?n, m??t, không ?òi h?i ch?m sóc nhi?u. Tuy nhiên, trong môi tr??ng nuôi nh?t, c?n v? sinh và ki?m tra s?c kh?e ??nh k?.  
  
Dinh d??ng: Dholes là thú s?n m?i ?n th?t, kh?u ph?n ch? y?u là th?t t??i, cá, chim và các loài ??ng v?t nh?; trong nuôi nh?t, c?n ch? ?? ?n giàu protein ??ng v?t và b? sung vitamin, khoáng ch?t phù h?p.  
  
S?c kh?e: Dholes kh?e m?nh trong t? nhiên, nh?ng nuôi nh?t d? g?p stress, b?nh ???ng ru?t, b?nh da và y?u t? tâm lý do thi?u v?n ??ng.  
  
Dhole là loài chó hoang dã và quý hi?m, thích h?p nghiên c?u khoa h?c và b?o t?n sinh thái, hoàn toàn không phù h?p làm chó c?nh hay chó gia ?ình."	"Không áp d?ng (??ng v?t hoang dã, b? c?m mua bán"	Không áp d?ng / b?t h?p pháp	Không có giá th??ng m?i	3	3	1	4	medium	1.009553097
119	Dog	african_hunting_dog	10 n?m – 12 n?m	18 – 36 kg	60 – 75 cm	75 – 100 cm	"African Hunting Dog là loài chó hoang dã b?n ??a châu Phi, n?i b?t v?i b? lông màu l?m ??m vàng, nâu, ?en và tr?ng, thân hình s?n ch?c, chân dài và c? b?p. Chúng s?ng theo b?y và có k? n?ng s?n m?i t?p th? c?c k? tinh vi, th??ng s?n các loài ??ng v?t l?n h?n chúng nh? linh d??ng và nai.  
  
Tính cách: R?t thông minh, xã h?i và h?p tác, nh?ng hoàn toàn không thích h?p nuôi làm thú c?ng. Chúng trung thành v?i b?y, c?nh giác v?i ng??i l? và có b?n n?ng s?n m?i r?t cao.  
  
Nhu c?u v?n ??ng: Là loài s?n m?i hoang dã, chúng di chuy?n hàng ch?c km m?i ngày ?? s?n m?i. Trong môi tr??ng nuôi nh?t, c?n không gian c?c r?ng và môi tr??ng kích thích trí tu?.  
  
Ch?m sóc lông: Lông ng?n, m??t, không r?ng nhi?u. Trong môi tr??ng nuôi nh?t, ch? c?n v? sinh ??nh k? và ki?m tra s?c kh?e.  
  
Dinh d??ng: Chúng là ??ng v?t ?n th?t b?t bu?c, kh?u ph?n chính là th?t t??i, chim, th? và các ??ng v?t nh?. Trong nuôi nh?t, c?n ch? ?? ?n giàu protein và b? sung khoáng ch?t c?n thi?t.  
  
S?c kh?e: Loài này kh?e m?nh trong t? nhiên nh?ng trong nuôi nh?t d? g?p stress, r?i lo?n hành vi, b?nh da và y?u t? tâm lý do thi?u không gian v?n ??ng và s?n m?i.  
  
African Hunting Dog là loài hoang dã, quý hi?m và ???c b?o t?n, thích h?p nghiên c?u sinh thái và giáo d?c b?o t?n, không phù h?p làm chó c?nh hay chó gia ?ình."	"Không áp d?ng (??ng v?t hoang dã, b? c?m mua bán"	Không áp d?ng / b?t h?p pháp	Không có giá th??ng m?i	3	3	4	4	large	1.37795198
120	Cat	abyssinian	12 n?m – 15 n?m	3 – 5 kg	20 – 25 cm	40 – 50 cm	"Abyssinian là gi?ng mèo có thân hình thon g?n, c? b?p s?n ch?c và r?t n?ng ??ng, vì v?y vi?c ch?m sóc c?n chú tr?ng ??n c? dinh d??ng l?n v?n ??ng. V? ch? ?? ?n u?ng, chúng c?n th?c ?n giàu protein (??m) ?? duy trì c? b?p và m?c n?ng l??ng cao. Có th? k?t h?p th?c ?n h?t cao c?p v?i th?c ?n ??t ?? ??m b?o ?? n??c và d??ng ch?t. Kh?u ph?n nên ???c chia ??u trong ngày, tránh cho ?n quá nhi?u m?t lúc ?? h?n ch? béo phì.

Do Abyssinian c?c k? hi?u ??ng và tò mò, chúng c?n không gian ?? leo trèo và vui ch?i. Nên trang b? tr? cào móng, k? leo t??ng ho?c ?? ch?i t??ng tác ?? giúp mèo gi?i t?a n?ng l??ng và tránh stress. Gi?ng mèo này không thích b? b? m?t mình quá lâu, vì v?y ch? nuôi nên dành th?i gian ch?i và t??ng tác h?ng ngày.

V? ch?m sóc lông, Abyssinian có b? lông ng?n, m?n và ôm sát c? th? nên r?t d? ch?m. Ch? c?n ch?i lông 1–2 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? lông bóng m??t. T?m không c?n quá th??ng xuyên, ch? khi mèo th?t s? b?n.

V? s?c kh?e, Abyssinian t??ng ??i kh?e m?nh nh?ng có nguy c? m?c m?t s? b?nh di truy?n nh? thi?u men pyruvate kinase (PK deficiency), b?nh n??u r?ng ho?c teo võng m?c ti?n tri?n (PRA). Vì v?y, nên cho mèo khám s?c kh?e ??nh k? và tiêm phòng ??y ??. Gi?ng mèo này thông minh, thân thi?n, tình c?m và r?t qu?n ch?; n?u ???c ch?m sóc ?úng cách, Abyssinian là m?t ng??i b?n ??ng hành n?ng ??ng và trung thành."	20 – 40 tri?u VN?	10 – 18 tri?u VN?	800 – 2.500 USD	4	3	1	2	small	0.431289605
121	Cat	bengal	12 n?m – 16 n?m	4 – 7 kg	20 – 25 cm	45 – 55 cm	"Bengal là gi?ng mèo có ngo?i hình hoang dã v?i b? lông ??m ho?c vân c?m th?ch gi?ng báo r?ng, ??ng th?i s? h?u m?c n?ng l??ng r?t cao. Vì v?y, vi?c ch?m sóc Bengal c?n t?p trung vào ch? ?? dinh d??ng giàu ??m và môi tr??ng s?ng kích thích v?n ??ng. Th?c ?n cho Bengal nên có hàm l??ng protein cao, ?u tiên các lo?i th?c ?n ch?t l??ng t?t ho?c th?c ph?m t??i n?u chín, h?n ch? tinh b?t ?? tránh các v?n ?? tiêu hóa.

Bengal r?t hi?u ??ng, thích leo trèo, ch?y nh?y và ch?i các trò t??ng tác. Ch? nuôi nên chu?n b? tr? cào móng cao, k? leo, ?? ch?i thông minh ho?c dành th?i gian ch?i cùng mèo m?i ngày. Gi?ng mèo này khá thông minh, có th? h?c các trò ch?i nh? b?t bóng, ?i dây d?t và th?m chí m? c?a ho?c vòi n??c, nên c?n ??m b?o môi tr??ng an toàn trong nhà.

V? ch?m sóc lông, Bengal có b? lông ng?n, dày và m??t nên r?t d? ch?m sóc. Ch? c?n ch?i lông 1–2 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? ?? bóng t? nhiên. T?m không c?n th??ng xuyên, nh?ng Bengal th??ng không s? n??c và có th? thích ch?i v?i n??c.

V? s?c kh?e, Bengal có nguy c? m?c m?t s? b?nh di truy?n nh? b?nh c? tim phì ??i (HCM), r?i lo?n tiêu hóa ho?c d? ?ng th?c ?n. Do ?ó, nên cho mèo khám s?c kh?e ??nh k?, tiêm phòng và t?y giun ??y ??. Bengal có tính cách thông minh, n?ng ??ng, tò mò và r?t g?n bó v?i ch?; n?u ???c ch?m sóc ?úng cách, chúng là gi?ng mèo phù h?p v?i ng??i nuôi có th?i gian và thích t??ng tác nhi?u."	25 – 50 tri?u VN?	12 – 25 tri?u VN?	1.000 – 4.000 USD	5	4	1	3	small	0.483532218
122	Cat	birman	12 n?m – 16 n?m	4 – 6 kg	23 – 28 cm	45 – 55 cm	"Birman là gi?ng mèo lông dài, n?i b?t v?i b? lông m??t, m?t xanh sapphire và ??c tr?ng “g?ng tay tr?ng” ? b?n chân. Tính cách c?a Birman hi?n lành, tình c?m và r?t qu?n ng??i, nên vi?c ch?m sóc không quá ph?c t?p nh?ng c?n s? ??u ??n. V? ch? ?? ?n, Birman c?n th?c ?n giàu protein và cân ??i d??ng ch?t ?? duy trì b? lông dài kh?e m?nh. Có th? k?t h?p th?c ?n h?t ch?t l??ng cao v?i th?c ?n ??t ?? h? tr? tiêu hóa và b? sung ?? ?m cho c? th?.

Do b? lông dài và m?n, Birman c?n ???c ch?i lông kho?ng 2–3 l?n m?i tu?n ?? tránh r?i lông và gi?m r?ng lông trong nhà. Tuy nhiên, lông c?a Birman ít b? b?t và ít r?i h?n so v?i m?t s? gi?ng mèo lông dài khác, nên vi?c ch?m sóc t??ng ??i nh? nhàng. T?m ch? c?n th?c hi?n khi mèo quá b?n ho?c theo chu k? vài tháng m?t l?n.

Birman không quá hi?u ??ng nh?ng v?n c?n v?n ??ng và t??ng tác h?ng ngày. Các trò ch?i nh? nhàng trong nhà, ?? ch?i t??ng tác ho?c th?i gian ch?i cùng ch? s? giúp mèo tránh bu?n chán và stress. Gi?ng mèo này r?t hòa ??ng, thân thi?n v?i tr? em và các v?t nuôi khác, phù h?p v?i gia ?ình.

V? s?c kh?e, Birman nhìn chung khá kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? nh? b?nh tim (HCM) ho?c th?n ?a nang ? m?t s? dòng. Vì v?y, nên cho mèo ki?m tra s?c kh?e ??nh k?, tiêm phòng và theo dõi ch? ?? dinh d??ng h?p lý. N?u ???c ch?m sóc t?t, Birman s? là ng??i b?n ??ng hành d?u dàng, trung thành và r?t tình c?m."	20 – 40 tri?u VN?	10 – 18 tri?u VN?	800 – 3.000 USD	2	1	4	2	small	0.493558812
123	Cat	bombay	12 n?m – 16 n?m	3 – 5.5 kg	22 – 28 cm	40 – 50 cm	"Bombay là gi?ng mèo lông ng?n v?i b? lông ?en tuy?n, bóng m??t nh? nhung và ?ôi m?t màu ??ng ho?c vàng n?i b?t. Gi?ng mèo này có tính cách thân thi?n, thông minh và r?t qu?n ch?, th??ng ???c ví nh? “chú báo ?en mini” trong nhà. V? ch? ?? ?n u?ng, Bombay c?n kh?u ph?n cân ??i, giàu protein ?? duy trì c? b?p và ?? bóng c?a lông. Có th? k?t h?p th?c ?n h?t cao c?p v?i th?c ?n ??t ?? ??m b?o ?? dinh d??ng và ?? ?m cho c? th?.

Bombay là gi?ng mèo n?ng ??ng v?a ph?i, thích ch?i và t??ng tác v?i con ng??i. Ch? nuôi nên dành th?i gian ch?i cùng mèo m?i ngày b?ng các trò ch?i ??n gi?n nh? b?t bóng, ?? ch?i c?n câu ho?c ?? ch?i t??ng tác ?? giúp mèo v?n ??ng và tránh bu?n chán. Chúng thích ???c ? g?n con ng??i và không phù h?p v?i môi tr??ng b? b? m?t mình quá lâu.

V? ch?m sóc lông, Bombay r?t d? ch?m sóc do b? lông ng?n và ôm sát c? th?. Ch? c?n ch?i lông 1 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? lông luôn bóng m??t. Vi?c t?m không c?n th??ng xuyên, ch? th?c hi?n khi th?t s? c?n thi?t.

V? s?c kh?e, Bombay nhìn chung khá kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? nh? b?nh tim phì ??i (HCM), các v?n ?? v? hô h?p do c?u trúc m?i ng?n, ho?c ch?y n??c m?t. Vì v?y, nên cho mèo ki?m tra s?c kh?e ??nh k?, v? sinh m?t m?i th??ng xuyên và tiêm phòng ??y ??. V?i tính cách hi?n lành, trung thành và tình c?m, Bombay là gi?ng mèo r?t phù h?p nuôi trong gia ?ình."	18 – 35 tri?u VN?	8 – 15 tri?u VN?	800 – 2.500 USD	2	1	1	2	small	0.452873316
124	Cat	british_shorthair	12 n?m – 16 n?m	4 – 7 kg	28 – 33 cm	45 – 55 cm	"British Shorthair là gi?ng mèo có thân hình m?p m?p, ch?c kh?e v?i khuôn m?t tròn và b? lông ng?n, dày ??c tr?ng. Gi?ng mèo này có tính cách ?i?m ??m, ??c l?p v?a ph?i và r?t thân thi?n, phù h?p v?i nhi?u ki?u gia ?ình. V? ch? ?? ?n u?ng, British Shorthair d? t?ng cân nên kh?u ph?n c?n ???c ki?m soát h?p lý. Th?c ?n nên giàu protein, h?n ch? ch?t béo và tinh b?t, ??ng th?i chia thành các b?a nh? trong ngày ?? tránh béo phì.

Do không quá hi?u ??ng, British Shorthair không c?n v?n ??ng c??ng ?? cao nh?ng v?n nên ???c khuy?n khích ch?i ?ùa m?i ngày ?? duy trì s?c kh?e và vóc dáng. Các trò ch?i nh? trong nhà, ?? ch?i t??ng tác ho?c th?i gian ch?i cùng ch? là ?? ?? ?áp ?ng nhu c?u v?n ??ng c?a chúng.

V? ch?m sóc lông, British Shorthair có b? lông ng?n nh?ng r?t dày, vì v?y c?n ch?i lông 2–3 l?n m?i tu?n ?? lo?i b? lông r?ng và h?n ch? búi lông trong d? dày. Vào mùa r?ng lông, nên ch?i th??ng xuyên h?n. Vi?c t?m không c?n thi?t th??ng xuyên, ch? khi mèo th?t s? b?n.

V? s?c kh?e, British Shorthair nhìn chung kh?e m?nh nh?ng có nguy c? m?c m?t s? b?nh di truy?n nh? b?nh c? tim phì ??i (HCM), béo phì và các v?n ?? v? kh?p do tr?ng l??ng c? th? l?n. Nên cho mèo ki?m tra s?c kh?e ??nh k?, ki?m soát cân n?ng và tiêm phòng ??y ??. V?i tính cách hi?n lành, tr?m ?n và d? thích nghi, British Shorthair là gi?ng mèo r?t ???c ?a chu?ng ?? nuôi làm thú c?ng trong gia ?ình."	20 – 45 tri?u VN?	10 – 20 tri?u VN?	800 – 3.000 USD	5	1	3	2	small	0.536726234
125	Cat	caracal	12 n?m – 15 n?m	8 – 19 kg	40 – 50 cm	65 – 90 cm	"Caracal là loài mèo hoang dã c? trung, n?i b?t v?i thân hình s?n ch?c, tai dài có chùm lông ?en ??c tr?ng và kh? n?ng b?t nh?y c?c t?t. Khác v?i các gi?ng mèo nhà thông th??ng, Caracal có nhu c?u ch?m sóc r?t cao và ch? phù h?p v?i ng??i có kinh nghi?m nuôi thú ngo?i lai. V? ch? ?? ?n u?ng, Caracal là ??ng v?t ?n th?t thu?n túy, c?n kh?u ph?n giàu protein t? th?t t??i nh? gà, th?, cá ho?c th?t bò, kèm theo n?i t?ng ?? ??m b?o ?? d??ng ch?t. Th?c ?n công nghi?p cho mèo nhà không ?áp ?ng ?? nhu c?u dinh d??ng c?a Caracal.

Caracal có m?c n?ng l??ng r?t cao và c?n không gian r?ng ?? v?n ??ng, leo trèo và ch?y nh?y. Vi?c nuôi nh?t trong không gian ch?t h?p d? khi?n chúng b? stress ho?c có hành vi hung d?. C?n có khu v?c nuôi riêng, hàng rào ch?c ch?n và ?? ch?i l?n ?? kích thích b?n n?ng s?n m?i.

V? ch?m sóc lông, Caracal có b? lông ng?n, dày v?a ph?i nên khá d? ch?m sóc. Ch? c?n ch?i lông 1 l?n m?i tu?n ?? lo?i b? lông r?ng. Vi?c t?m ch? c?n th?c hi?n khi th?t s? c?n thi?t.

V? s?c kh?e, Caracal t??ng ??i kh?e m?nh nh?ng v?n c?n ???c tiêm phòng, t?y giun và theo dõi thú y ??nh k?, t?t nh?t là v?i bác s? thú y chuyên v? ??ng v?t hoang dã. Do b?n n?ng hoang dã m?nh, Caracal không phù h?p v?i gia ?ình có tr? nh? ho?c v?t nuôi khác. N?u ???c nuôi và hu?n luy?n ?úng cách, chúng có th? g?n bó v?i ch? nh?ng v?n gi? nhi?u ??c ?i?m hoang dã t? nhiên."	400 – 800 tri?u VN?	200 – 400 tri?u VN?	7.000 – 15.000 USD	4	4	1	5	medium	0.915514179
126	Cat	egyptian_mau	12 n?m – 15 n?m	3 – 6 kg	20 – 25 cm	45 – 55 cm	"Egyptian Mau là m?t trong s? ít gi?ng mèo có hoa v?n ??m t? nhiên, n?i b?t v?i thân hình thon g?n, c? b?p s?n ch?c và kh? n?ng ch?y r?t nhanh. Gi?ng mèo này thông minh, trung thành và th??ng ch? g?n bó ??c bi?t v?i m?t ng??i trong gia ?ình. V? ch? ?? ?n u?ng, Egyptian Mau c?n kh?u ph?n giàu protein ?? duy trì th? l?c và s? nhanh nh?n. Nên ?u tiên th?c ?n ch?t l??ng cao, h?n ch? tinh b?t và có th? k?t h?p th?c ?n ??t ?? h? tr? tiêu hóa và b? sung n??c.

Egyptian Mau có m?c n?ng l??ng khá cao, thích leo trèo, ch?y nh?y và ch?i các trò t??ng tác. Ch? nuôi nên dành th?i gian ch?i cùng mèo m?i ngày, chu?n b? tr? cào móng, k? leo ho?c ?? ch?i v?n ??ng ?? giúp mèo gi?i t?a n?ng l??ng và tránh stress. Tuy nhiên, gi?ng mèo này c?ng khá nh?y c?m v?i môi tr??ng l?, nên c?n không gian s?ng ?n ??nh và yên t?nh.

V? ch?m sóc lông, Egyptian Mau có b? lông ng?n, m?n và ôm sát c? th? nên r?t d? ch?m sóc. Ch? c?n ch?i lông 1–2 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? lông bóng m??t. T?m không c?n th??ng xuyên, ch? khi mèo th?t s? b?n.

V? s?c kh?e, Egyptian Mau nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? di truy?n nh? b?nh tim phì ??i (HCM) ho?c nh?y c?m v?i thu?c gây mê. Vì v?y, nên cho mèo ki?m tra s?c kh?e ??nh k?, tiêm phòng ??y ?? và thông báo cho bác s? thú y v? gi?ng mèo tr??c khi ti?n hành ph?u thu?t. V?i tính cách thông minh, tình c?m và trung thành, Egyptian Mau là gi?ng mèo lý t??ng cho ng??i nuôi có th?i gian t??ng tác."	25 – 45 tri?u VN?	12 – 22 tri?u VN?	1.000 – 3.000 USD	4	4	1	3	small	0.463689894
127	Cat	lykoi	12 n?m – 15 n?m	3 – 6 kg	22 – 28 cm	45 – 55 cm	"Lykoi, còn ???c g?i là “mèo ng??i sói”, là gi?ng mèo hi?m v?i ngo?i hình ??c tr?ng: b? lông th?a, không ??u và g??ng m?t g?n nh? tr?i lông. Do ??c ?i?m này, vi?c ch?m sóc Lykoi c?n chú ý nhi?u h?n ??n da và v? sinh c? th?. V? ch? ?? ?n u?ng, Lykoi c?n kh?u ph?n giàu protein ?? duy trì s?c kh?e, làn da và m?c n?ng l??ng. Nên s? d?ng th?c ?n ch?t l??ng cao, d? tiêu hóa và ??m b?o ?? vitamin, khoáng ch?t.

Do có nhi?u vùng da h?, Lykoi d? tích t? d?u và b?i b?n trên da. Ch? nuôi nên t?m cho mèo ??nh k? (kho?ng 1–2 l?n/tháng) b?ng s?a t?m chuyên d?ng cho mèo ?? tránh viêm da ho?c m?n. Ngoài ra, c?n lau m?t, tai và các vùng ít lông th??ng xuyên ?? gi? v? sinh.

Lykoi là gi?ng mèo n?ng ??ng, thông minh và khá gi?ng chó trong hành vi, thích theo ch? và ch?i các trò t??ng tác. Chúng c?n ???c ch?i ?ùa và v?n ??ng m?i ngày ?? tránh bu?n chán. Do ít lông, Lykoi khá nh?y c?m v?i nhi?t ??, d? b? l?nh ho?c cháy n?ng, nên c?n gi? ?m khi tr?i l?nh và tránh cho mèo ph?i n?ng quá lâu.

V? s?c kh?e, Lykoi nhìn chung kh?e m?nh, ch?a ghi nh?n nhi?u b?nh di truy?n nghiêm tr?ng, nh?ng v?n c?n ???c theo dõi da li?u và tiêm phòng ??y ??. V?i tính cách trung thành, tò mò và thân thi?n, Lykoi là gi?ng mèo ??c ?áo, phù h?p v?i ng??i nuôi có th?i gian ch?m sóc và thích nh?ng gi?ng mèo khác l?."	40 – 80 tri?u VN?	20 – 40 tri?u VN?	1.500 – 4.000 USD	3	3	3	2	small	0.480313024
128	Cat	maine_coon	12 n?m – 15 n?m	5 – 9 kg	25 – 41 cm	50 – 70 cm	"Maine Coon là m?t trong nh?ng gi?ng mèo nhà l?n nh?t th? gi?i, n?i b?t v?i thân hình to kh?e, ?uôi dài xù và b? lông dày giúp ch?u l?nh t?t. M?c dù có ngo?i hình to l?n, Maine Coon l?i có tính cách hi?n lành, thân thi?n và r?t qu?n ng??i. V? ch? ?? ?n u?ng, gi?ng mèo này c?n kh?u ph?n giàu protein ?? duy trì c? b?p và kích th??c c? th?, ??ng th?i ki?m soát l??ng th?c ?n ?? tránh th?a cân. Nên s? d?ng th?c ?n ch?t l??ng cao dành cho mèo c? l?n, có b? sung glucosamine ?? h? tr? x??ng kh?p.

Do kích th??c l?n và khá n?ng ??ng, Maine Coon c?n không gian ?? r?ng ?? di chuy?n và v?n ??ng. Ch? nuôi nên chu?n b? tr? cào móng l?n, ?? ch?i ch?c ch?n và dành th?i gian ch?i cùng mèo m?i ngày. Tuy nhiên, chúng không quá hi?u ??ng nh? Bengal mà th??ng v?n ??ng v?a ph?i.

V? ch?m sóc lông, Maine Coon có b? lông dài, dày và d? r?i, ??c bi?t ? vùng c? và b?ng. Vì v?y c?n ch?i lông 3–4 l?n m?i tu?n ?? tránh r?i và gi?m r?ng lông. T?m có th? th?c hi?n m?i vài tháng ho?c khi mèo quá b?n.

V? s?c kh?e, Maine Coon có nguy c? m?c m?t s? b?nh di truy?n nh? b?nh c? tim phì ??i (HCM), lo?n s?n x??ng hông và các v?n ?? v? kh?p do kích th??c l?n. Nên cho mèo khám s?c kh?e ??nh k?, theo dõi cân n?ng và tiêm phòng ??y ??. V?i tính cách hi?n hòa, thông minh và tình c?m, Maine Coon là gi?ng mèo r?t ???c ?a chu?ng trong các gia ?ình."	25 – 60 tri?u VN?	12 – 25 tri?u VN?	1.000 – 4.000 USD	1	3	4	2	small	0.628071104
129	Cat	nebelung	12 n?m – 16 n?m	3 – 6 kg	23 – 28 cm	45 – 55 cm	"Nebelung là gi?ng mèo lông dài màu xám xanh (blue) hi?m g?p, n?i b?t v?i b? lông m?m m??t, óng ánh b?c và thân hình thon g?n. Gi?ng mèo này có tính cách ?i?m ??m, nh?y c?m và th??ng ch? g?n bó thân thi?t v?i m?t ng??i trong gia ?ình. V? ch? ?? ?n u?ng, Nebelung c?n kh?u ph?n giàu protein, cân ??i d??ng ch?t ?? duy trì s?c kh?e và ?? bóng c?a b? lông. Nên ?u tiên th?c ?n ch?t l??ng cao, h?n ch? th?c ph?m có màu nhân t?o vì có th? ?nh h??ng ??n s?c lông.

Nebelung không quá hi?u ??ng nh?ng v?n c?n ???c ch?i và t??ng tác h?ng ngày ?? tránh stress. Chúng thích môi tr??ng yên t?nh, ?n ??nh và không phù h?p v?i không gian quá ?n ào. Ch? nuôi nên dành th?i gian ch?i nh? nhàng cùng mèo, chu?n b? ?? ch?i ??n gi?n và khu v?c ngh? ng?i riêng cho mèo.

V? ch?m sóc lông, Nebelung có b? lông dài, m?n nh?ng ít r?i h?n nhi?u gi?ng mèo lông dài khác. Tuy nhiên, v?n c?n ch?i lông kho?ng 2–3 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? lông luôn m??t. T?m không c?n th??ng xuyên, ch? khi mèo th?t s? b?n.

V? s?c kh?e, Nebelung nhìn chung khá kh?e m?nh, ít b?nh di truy?n nghiêm tr?ng. Tuy nhiên, gi?ng mèo này có th? nh?y c?m v?i môi tr??ng và thay ??i thói quen sinh ho?t. Vì v?y, nên cho mèo khám s?c kh?e ??nh k?, tiêm phòng ??y ?? và duy trì l?ch sinh ho?t ?n ??nh. V?i tính cách d?u dàng, trung thành và h?i nhút nhát, Nebelung r?t phù h?p v?i ng??i nuôi thích s? yên t?nh và g?n bó sâu s?c v?i thú c?ng."	30 – 60 tri?u VN?	15 – 30 tri?u VN?	1.200 – 4.000 USD	1	3	4	1	small	0.48363765
130	Cat	persian	12 n?m – 17 n?m	3 – 5.5 kg	25 – 30 cm	40 – 50 cm	"Persian là gi?ng mèo lông dài n?i ti?ng v?i khuôn m?t t?t, m?i ng?n và b? lông dày, m?m m??t. Gi?ng mèo này có tính cách hi?n lành, tr?m t?nh và thích không gian s?ng yên t?nh. Vi?c ch?m sóc Persian ?òi h?i s? kiên nh?n và ??u ??n, ??c bi?t là v? lông và v? sinh m?t. V? ch? ?? ?n u?ng, Persian c?n th?c ?n giàu protein, d? tiêu hóa và có b? sung vitamin, khoáng ch?t ?? duy trì s?c kh?e và b? lông dài. Nên chia kh?u ph?n thành nhi?u b?a nh? ?? h?n ch? các v?n ?? tiêu hóa.

Do c?u trúc m?t t?t, Persian d? b? ch?y n??c m?t và các v?n ?? hô h?p. Ch? nuôi c?n lau m?t và m?t h?ng ngày ?? tránh viêm nhi?m và ? lông. Ngoài ra, do không quá hi?u ??ng, Persian d? t?ng cân, nên c?n khuy?n khích v?n ??ng nh? nhàng thông qua các trò ch?i ??n gi?n trong nhà.

V? ch?m sóc lông, Persian c?n ???c ch?i lông m?i ngày ?? tránh r?i và vón c?c. Vi?c t?m nên th?c hi?n ??nh k? kho?ng 3–4 tu?n m?t l?n b?ng s?a t?m chuyên d?ng cho mèo lông dài. N?u không ???c ch?m sóc ?úng cách, lông Persian r?t d? r?i và gây khó ch?u cho mèo.

V? s?c kh?e, Persian có nguy c? m?c m?t s? b?nh di truy?n nh? th?n ?a nang (PKD), các v?n ?? v? hô h?p và r?ng mi?ng. Vì v?y, nên cho mèo ki?m tra s?c kh?e ??nh k?, tiêm phòng ??y ?? và theo dõi k? tình tr?ng m?t, m?i. V?i tính cách d?u dàng, tình c?m và d? g?n, Persian là gi?ng mèo phù h?p v?i ng??i nuôi có th?i gian ch?m sóc th??ng xuyên."	15 – 35 tri?u VN?	7 – 15 tri?u VN?	500 – 2.500 USD	2	1	4	1	small	0.469496446
131	Cat	ragdoll	12 n?m – 17 n?m	4.5 – 9 kg	23 – 28 cm	50 – 60 cm	"Ragdoll là gi?ng mèo lông dài n?i ti?ng v?i tính cách hi?n lành, d? ch?u và r?t qu?n ng??i. Tên g?i “Ragdoll” xu?t phát t? thói quen th? l?ng c? th? nh? búp bê v?i khi ???c b?. V? ch? ?? ?n u?ng, Ragdoll c?n kh?u ph?n giàu protein và cân ??i d??ng ch?t ?? duy trì c? b?p và b? lông dài m?m m??t. Do c? th? khá l?n và ít hi?u ??ng, c?n ki?m soát kh?u ph?n ?n ?? tránh th?a cân.

Ragdoll có m?c n?ng l??ng trung bình, không quá hi?u ??ng nh?ng v?n thích ch?i và t??ng tác v?i ch?. Các trò ch?i nh? nhàng trong nhà, ?? ch?i t??ng tác ho?c th?i gian ch?i cùng ch? m?i ngày là ?? ?? giúp mèo v?n ??ng và tránh bu?n chán. Gi?ng mèo này r?t thân thi?n, hòa ??ng v?i tr? em và các v?t nuôi khác, phù h?p v?i môi tr??ng gia ?ình.

V? ch?m sóc lông, Ragdoll có b? lông dài, m?m nh?ng ít r?i h?n Persian. Tuy nhiên, v?n c?n ch?i lông kho?ng 2–3 l?n m?i tu?n ?? lo?i b? lông r?ng và gi? lông m??t. Vi?c t?m không c?n th??ng xuyên, ch? khi mèo quá b?n.

V? s?c kh?e, Ragdoll có nguy c? m?c m?t s? b?nh di truy?n nh? b?nh c? tim phì ??i (HCM) và các v?n ?? v? kh?p do kích th??c c? th? l?n. Nên cho mèo khám s?c kh?e ??nh k?, ki?m soát cân n?ng và tiêm phòng ??y ??. V?i tính cách d?u dàng, tình c?m và d? thích nghi, Ragdoll là gi?ng mèo lý t??ng cho ng??i nuôi l?n ??u ho?c gia ?ình có tr? nh?."	25 – 50 tri?u VN?	12 – 25 tri?u VN?	800 – 3.500 USD	3	1	4	2	small	0.550762006
